country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
Antigua and Barbuda2008,,"1,368,431,037",16238,Millenials
Antigua and Barbuda2008,,"1,368,431,037",16238,Generation X
Antigua and Barbuda2008,,"1,368,431,037",16238,Boomers
Antigua and Barbuda2008,,"1,368,431,037",16238,Generation Z
Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
Antigua and Barbuda2008,,"1,368,431,037",16238,Silent
Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
Antigua and Barbuda2009,,"1,224,253,000",14335,Generation X
Antigua and Barbuda2009,,"1,224,253,000",14335,Boomers
Antigua and Barbuda2009,,"1,224,253,000",14335,Generation Z
Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda2009,,"1,224,253,000",14335,Millenials
Antigua and Barbuda2009,,"1,224,253,000",14335,Generation X
Antigua and Barbuda2009,,"1,224,253,000",14335,Boomers
Antigua and Barbuda2009,,"1,224,253,000",14335,Generation Z
Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation X
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation Z
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Boomers
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Silent
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Millenials
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation X
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Generation Z
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Boomers
Antigua and Barbuda2012,0.781,"1,211,411,704",13657,Silent
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation X
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation Z
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Boomers
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Silent
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Millenials
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation X
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Generation Z
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Boomers
Antigua and Barbuda2013,0.781,"1,192,925,407",13287,Silent
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation X
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation Z
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Boomers
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Silent
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Millenials
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation X
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Generation Z
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Boomers
Antigua and Barbuda2014,0.783,"1,280,133,333",14093,Silent
Antigua and Barbuda2015,,"1,364,863,037",14853,Boomers
Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
Antigua and Barbuda2015,,"1,364,863,037",14853,Generation X
Antigua and Barbuda2015,,"1,364,863,037",14853,Generation Z
Antigua and Barbuda2015,,"1,364,863,037",14853,Silent
Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
Antigua and Barbuda2015,,"1,364,863,037",14853,Millenials
Antigua and Barbuda2015,,"1,364,863,037",14853,Generation X
Antigua and Barbuda2015,,"1,364,863,037",14853,Generation Z
Antigua and Barbuda2015,,"1,364,863,037",14853,Boomers
Antigua and Barbuda2015,,"1,364,863,037",14853,Silent
Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
Argentina1985,0.694,"88,416,668,900",3264,Silent
Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
Argentina1985,0.694,"88,416,668,900",3264,Boomers
Argentina1985,0.694,"88,416,668,900",3264,G.I. Generation
Argentina1985,0.694,"88,416,668,900",3264,Generation X
Argentina1985,0.694,"88,416,668,900",3264,Silent
Argentina1985,0.694,"88,416,668,900",3264,Boomers
Argentina1985,0.694,"88,416,668,900",3264,Generation X
Argentina1985,0.694,"88,416,668,900",3264,Generation X
Argentina1985,0.694,"88,416,668,900",3264,Generation X
Argentina1986,,"110,934,442,763",4072,G.I. Generation
Argentina1986,,"110,934,442,763",4072,G.I. Generation
Argentina1986,,"110,934,442,763",4072,Silent
Argentina1986,,"110,934,442,763",4072,Boomers
Argentina1986,,"110,934,442,763",4072,G.I. Generation
Argentina1986,,"110,934,442,763",4072,G.I. Generation
Argentina1986,,"110,934,442,763",4072,Generation X
Argentina1986,,"110,934,442,763",4072,Silent
Argentina1986,,"110,934,442,763",4072,Boomers
Argentina1986,,"110,934,442,763",4072,Generation X
Argentina1986,,"110,934,442,763",4072,Generation X
Argentina1986,,"110,934,442,763",4072,Generation X
Argentina1987,,"111,106,191,358",4026,G.I. Generation
Argentina1987,,"111,106,191,358",4026,G.I. Generation
Argentina1987,,"111,106,191,358",4026,Silent
Argentina1987,,"111,106,191,358",4026,G.I. Generation
Argentina1987,,"111,106,191,358",4026,G.I. Generation
Argentina1987,,"111,106,191,358",4026,Boomers
Argentina1987,,"111,106,191,358",4026,Generation X
Argentina1987,,"111,106,191,358",4026,Silent
Argentina1987,,"111,106,191,358",4026,Boomers
Argentina1987,,"111,106,191,358",4026,Generation X
Argentina1987,,"111,106,191,358",4026,Generation X
Argentina1987,,"111,106,191,358",4026,Generation X
Argentina1988,,"126,206,817,196",4458,G.I. Generation
Argentina1988,,"126,206,817,196",4458,G.I. Generation
Argentina1988,,"126,206,817,196",4458,Silent
Argentina1988,,"126,206,817,196",4458,G.I. Generation
Argentina1988,,"126,206,817,196",4458,G.I. Generation
Argentina1988,,"126,206,817,196",4458,Boomers
Argentina1988,,"126,206,817,196",4458,Generation X
Argentina1988,,"126,206,817,196",4458,Silent
Argentina1988,,"126,206,817,196",4458,Generation X
Argentina1988,,"126,206,817,196",4458,Boomers
Argentina1988,,"126,206,817,196",4458,Generation X
Argentina1988,,"126,206,817,196",4458,Generation X
Argentina1989,,"76,636,898,036",2670,G.I. Generation
Argentina1989,,"76,636,898,036",2670,G.I. Generation
Argentina1989,,"76,636,898,036",2670,Silent
Argentina1989,,"76,636,898,036",2670,G.I. Generation
Argentina1989,,"76,636,898,036",2670,Boomers
Argentina1989,,"76,636,898,036",2670,G.I. Generation
Argentina1989,,"76,636,898,036",2670,Generation X
Argentina1989,,"76,636,898,036",2670,Silent
Argentina1989,,"76,636,898,036",2670,Boomers
Argentina1989,,"76,636,898,036",2670,Generation X
Argentina1989,,"76,636,898,036",2670,Generation X
Argentina1989,,"76,636,898,036",2670,Generation X
Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
Argentina1990,0.705,"141,352,368,715",4859,Silent
Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
Argentina1990,0.705,"141,352,368,715",4859,Boomers
Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation
Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina1990,0.705,"141,352,368,715",4859,Silent
Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina1990,0.705,"141,352,368,715",4859,Boomers
Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina1990,0.705,"141,352,368,715",4859,Generation X
Argentina1991,,"189,719,984,268",6404,G.I. Generation
Argentina1991,,"189,719,984,268",6404,Silent
Argentina1991,,"189,719,984,268",6404,Boomers
Argentina1991,,"189,719,984,268",6404,Boomers
Argentina1991,,"189,719,984,268",6404,G.I. Generation
Argentina1991,,"189,719,984,268",6404,Silent
Argentina1991,,"189,719,984,268",6404,Generation X
Argentina1991,,"189,719,984,268",6404,Boomers
Argentina1991,,"189,719,984,268",6404,Boomers
Argentina1991,,"189,719,984,268",6404,Generation X
Argentina1991,,"189,719,984,268",6404,Millenials
Argentina1991,,"189,719,984,268",6404,Millenials
Argentina1992,,"228,788,617,202",7615,G.I. Generation
Argentina1992,,"228,788,617,202",7615,Silent
Argentina1992,,"228,788,617,202",7615,Boomers
Argentina1992,,"228,788,617,202",7615,Boomers
Argentina1992,,"228,788,617,202",7615,Generation X
Argentina1992,,"228,788,617,202",7615,G.I. Generation
Argentina1992,,"228,788,617,202",7615,Silent
Argentina1992,,"228,788,617,202",7615,Boomers
Argentina1992,,"228,788,617,202",7615,Boomers
Argentina1992,,"228,788,617,202",7615,Generation X
Argentina1992,,"228,788,617,202",7615,Millenials
Argentina1992,,"228,788,617,202",7615,Millenials
Argentina1993,,"236,741,715,015",7768,G.I. Generation
Argentina1993,,"236,741,715,015",7768,Silent
Argentina1993,,"236,741,715,015",7768,Boomers
Argentina1993,,"236,741,715,015",7768,Boomers
Argentina1993,,"236,741,715,015",7768,G.I. Generation
Argentina1993,,"236,741,715,015",7768,Generation X
Argentina1993,,"236,741,715,015",7768,Silent
Argentina1993,,"236,741,715,015",7768,Boomers
Argentina1993,,"236,741,715,015",7768,Boomers
Argentina1993,,"236,741,715,015",7768,Generation X
Argentina1993,,"236,741,715,015",7768,Millenials
Argentina1993,,"236,741,715,015",7768,Millenials
Argentina1994,,"257,440,000,000",8328,G.I. Generation
Argentina1994,,"257,440,000,000",8328,Silent
Argentina1994,,"257,440,000,000",8328,Boomers
Argentina1994,,"257,440,000,000",8328,Boomers
Argentina1994,,"257,440,000,000",8328,Generation X
Argentina1994,,"257,440,000,000",8328,Silent
Argentina1994,,"257,440,000,000",8328,G.I. Generation
Argentina1994,,"257,440,000,000",8328,Boomers
Argentina1994,,"257,440,000,000",8328,Generation X
Argentina1994,,"257,440,000,000",8328,Boomers
Argentina1994,,"257,440,000,000",8328,Millenials
Argentina1994,,"257,440,000,000",8328,Millenials
Argentina1995,0.731,"258,031,750,000",8232,G.I. Generation
Argentina1995,0.731,"258,031,750,000",8232,Silent
Argentina1995,0.731,"258,031,750,000",8232,Boomers
Argentina1995,0.731,"258,031,750,000",8232,Generation X
Argentina1995,0.731,"258,031,750,000",8232,Generation X
Argentina1995,0.731,"258,031,750,000",8232,G.I. Generation
Argentina1995,0.731,"258,031,750,000",8232,Silent
Argentina1995,0.731,"258,031,750,000",8232,Boomers
Argentina1995,0.731,"258,031,750,000",8232,Generation X
Argentina1995,0.731,"258,031,750,000",8232,Generation X
Argentina1995,0.731,"258,031,750,000",8232,Millenials
Argentina1995,0.731,"258,031,750,000",8232,Millenials
Argentina1996,,"272,149,750,000",8563,G.I. Generation
Argentina1996,,"272,149,750,000",8563,Silent
Argentina1996,,"272,149,750,000",8563,Boomers
Argentina1996,,"272,149,750,000",8563,Generation X
Argentina1996,,"272,149,750,000",8563,Generation X
Argentina1996,,"272,149,750,000",8563,G.I. Generation
Argentina1996,,"272,149,750,000",8563,Silent
Argentina1996,,"272,149,750,000",8563,Boomers
Argentina1996,,"272,149,750,000",8563,Generation X
Argentina1996,,"272,149,750,000",8563,Generation X
Argentina1996,,"272,149,750,000",8563,Millenials
Argentina1996,,"272,149,750,000",8563,Millenials
Argentina1997,,"292,859,000,000",9057,G.I. Generation
Argentina1997,,"292,859,000,000",9057,Silent
Argentina1997,,"292,859,000,000",9057,Boomers
Argentina1997,,"292,859,000,000",9057,Generation X
Argentina1997,,"292,859,000,000",9057,Generation X
Argentina1997,,"292,859,000,000",9057,G.I. Generation
Argentina1997,,"292,859,000,000",9057,Silent
Argentina1997,,"292,859,000,000",9057,Boomers
Argentina1997,,"292,859,000,000",9057,Generation X
Argentina1997,,"292,859,000,000",9057,Generation X
Argentina1997,,"292,859,000,000",9057,Millenials
Argentina1997,,"292,859,000,000",9057,Millenials
Argentina1998,,"298,948,250,000",9126,G.I. Generation
Argentina1998,,"298,948,250,000",9126,Silent
Argentina1998,,"298,948,250,000",9126,Boomers
Argentina1998,,"298,948,250,000",9126,Generation X
Argentina1998,,"298,948,250,000",9126,Generation X
Argentina1998,,"298,948,250,000",9126,G.I. Generation
Argentina1998,,"298,948,250,000",9126,Silent
Argentina1998,,"298,948,250,000",9126,Generation X
Argentina1998,,"298,948,250,000",9126,Boomers
Argentina1998,,"298,948,250,000",9126,Generation X
Argentina1998,,"298,948,250,000",9126,Millenials
Argentina1998,,"298,948,250,000",9126,Millenials
Argentina1999,,"283,523,000,000",8546,G.I. Generation
Argentina1999,,"283,523,000,000",8546,Silent
Argentina1999,,"283,523,000,000",8546,Boomers
Argentina1999,,"283,523,000,000",8546,Generation X
Argentina1999,,"283,523,000,000",8546,Generation X
Argentina1999,,"283,523,000,000",8546,Silent
Argentina1999,,"283,523,000,000",8546,G.I. Generation
Argentina1999,,"283,523,000,000",8546,Boomers
Argentina1999,,"283,523,000,000",8546,Generation X
Argentina1999,,"283,523,000,000",8546,Generation X
Argentina1999,,"283,523,000,000",8546,Millenials
Argentina1999,,"283,523,000,000",8546,Millenials
Argentina2000,0.762,"284,203,750,000",8462,G.I. Generation
Argentina2000,0.762,"284,203,750,000",8462,Silent
Argentina2000,0.762,"284,203,750,000",8462,Boomers
Argentina2000,0.762,"284,203,750,000",8462,Generation X
Argentina2000,0.762,"284,203,750,000",8462,Generation X
Argentina2000,0.762,"284,203,750,000",8462,Silent
Argentina2000,0.762,"284,203,750,000",8462,G.I. Generation
Argentina2000,0.762,"284,203,750,000",8462,Boomers
Argentina2000,0.762,"284,203,750,000",8462,Generation X
Argentina2000,0.762,"284,203,750,000",8462,Generation X
Argentina2000,0.762,"284,203,750,000",8462,Millenials
Argentina2000,0.762,"284,203,750,000",8462,Millenials
Argentina2001,,"268,696,750,000",7900,Silent
Argentina2001,,"268,696,750,000",7900,Silent
Argentina2001,,"268,696,750,000",7900,Millenials
Argentina2001,,"268,696,750,000",7900,Boomers
Argentina2001,,"268,696,750,000",7900,Generation X
Argentina2001,,"268,696,750,000",7900,Silent
Argentina2001,,"268,696,750,000",7900,Millenials
Argentina2001,,"268,696,750,000",7900,Silent
Argentina2001,,"268,696,750,000",7900,Boomers
Argentina2001,,"268,696,750,000",7900,Generation X
Argentina2001,,"268,696,750,000",7900,Millenials
Argentina2001,,"268,696,750,000",7900,Millenials
Argentina2002,,"97,724,004,252",2840,Silent
Argentina2002,,"97,724,004,252",2840,Silent
Argentina2002,,"97,724,004,252",2840,Millenials
Argentina2002,,"97,724,004,252",2840,Generation X
Argentina2002,,"97,724,004,252",2840,Boomers
Argentina2002,,"97,724,004,252",2840,Silent
Argentina2002,,"97,724,004,252",2840,Silent
Argentina2002,,"97,724,004,252",2840,Millenials
Argentina2002,,"97,724,004,252",2840,Boomers
Argentina2002,,"97,724,004,252",2840,Generation X
Argentina2002,,"97,724,004,252",2840,Millenials
Argentina2002,,"97,724,004,252",2840,Millenials
Argentina2003,,"127,586,973,492",3668,Silent
Argentina2003,,"127,586,973,492",3668,Silent
Argentina2003,,"127,586,973,492",3668,Millenials
Argentina2003,,"127,586,973,492",3668,Generation X
Argentina2003,,"127,586,973,492",3668,Boomers
Argentina2003,,"127,586,973,492",3668,Silent
Argentina2003,,"127,586,973,492",3668,Millenials
Argentina2003,,"127,586,973,492",3668,Silent
Argentina2003,,"127,586,973,492",3668,Boomers
Argentina2003,,"127,586,973,492",3668,Generation X
Argentina2003,,"127,586,973,492",3668,Millenials
Argentina2003,,"127,586,973,492",3668,Millenials
Argentina2004,,"164,657,930,453",4683,Silent
Argentina2004,,"164,657,930,453",4683,Silent
Argentina2004,,"164,657,930,453",4683,Millenials
Argentina2004,,"164,657,930,453",4683,Generation X
Argentina2004,,"164,657,930,453",4683,Boomers
Argentina2004,,"164,657,930,453",4683,Millenials
Argentina2004,,"164,657,930,453",4683,Silent
Argentina2004,,"164,657,930,453",4683,Silent
Argentina2004,,"164,657,930,453",4683,Boomers
Argentina2004,,"164,657,930,453",4683,Generation X
Argentina2004,,"164,657,930,453",4683,Millenials
Argentina2004,,"164,657,930,453",4683,Millenials
Argentina2005,0.775,"198,737,095,012",5590,Silent
Argentina2005,0.775,"198,737,095,012",5590,Silent
Argentina2005,0.775,"198,737,095,012",5590,Millenials
Argentina2005,0.775,"198,737,095,012",5590,Generation X
Argentina2005,0.775,"198,737,095,012",5590,Boomers
Argentina2005,0.775,"198,737,095,012",5590,Silent
Argentina2005,0.775,"198,737,095,012",5590,Silent
Argentina2005,0.775,"198,737,095,012",5590,Millenials
Argentina2005,0.775,"198,737,095,012",5590,Boomers
Argentina2005,0.775,"198,737,095,012",5590,Generation X
Argentina2005,0.775,"198,737,095,012",5590,Millenials
Argentina2005,0.775,"198,737,095,012",5590,Millenials
Argentina2006,,"232,557,260,817",6475,Silent
Argentina2006,,"232,557,260,817",6475,Millenials
Argentina2006,,"232,557,260,817",6475,Silent
Argentina2006,,"232,557,260,817",6475,Generation X
Argentina2006,,"232,557,260,817",6475,Boomers
Argentina2006,,"232,557,260,817",6475,Millenials
Argentina2006,,"232,557,260,817",6475,Silent
Argentina2006,,"232,557,260,817",6475,Boomers
Argentina2006,,"232,557,260,817",6475,Generation X
Argentina2006,,"232,557,260,817",6475,Silent
Argentina2006,,"232,557,260,817",6475,Millenials
Argentina2006,,"232,557,260,817",6475,Millenials
Argentina2007,,"287,530,508,431",7918,Silent
Argentina2007,,"287,530,508,431",7918,Millenials
Argentina2007,,"287,530,508,431",7918,Silent
Argentina2007,,"287,530,508,431",7918,Generation X
Argentina2007,,"287,530,508,431",7918,Boomers
Argentina2007,,"287,530,508,431",7918,Millenials
Argentina2007,,"287,530,508,431",7918,Generation X
Argentina2007,,"287,530,508,431",7918,Silent
Argentina2007,,"287,530,508,431",7918,Boomers
Argentina2007,,"287,530,508,431",7918,Silent
Argentina2007,,"287,530,508,431",7918,Generation Z
Argentina2007,,"287,530,508,431",7918,Generation Z
Argentina2008,,"361,558,037,110",9843,Silent
Argentina2008,,"361,558,037,110",9843,Millenials
